Manufacturer,Model,Vehicle_Type,Fuel_Type,Transmission,Region,Year,Engine_Size,Horsepower,MPG,Price,Mileage,Age,Sales
Kia,Optima,SUV,Gasoline,Manual,North,2018,1.2,270,27.7,41550.0,87446,6,19505.0
Ford,Focus,SUV,Gasoline,Automatic,South,2020,3.0,317,43.5,20100.0,12232,4,32685.0
Mercedes-Benz,GLC,Coupe,Hybrid,Automatic,West,2020,2.4,404,29.6,59345.0,34083,4,31358.0
Ford,Escape,SUV,Gasoline,Automatic,North,2023,2.3,292,29.0,54801.0,95415,1,15770.0
Toyota,Prius,Sedan,Gasoline,CVT,West,2018,5.8,432,22.8,56773.0,78802,6,28216.0
BMW,3 Series,Sedan,Hybrid,Automatic,West,2022,2.2,252,38.8,67877.0,57954,2,26235.0
Volkswagen,Jetta,Truck,Gasoline,Automatic,Central,2015,1.6,140,47.4,33650.0,97181,9,16430.0
Chevrolet,Malibu,SUV,Gasoline,Manual,West,2020,1.6,122,33.8,59009.0,26065,4,19275.0
Audi,Q7,Sedan,Gasoline,Automatic,Central,2019,5.0,285,19.6,63316.0,15499,5,14255.0
Mercedes-Benz,S-Class,Sedan,Gasoline,Automatic,North,2017,4.6,315,48.5,25973.0,60733,7,20259.0
Volkswagen,Tiguan,SUV,Gasoline,Automatic,North,2018,1.6,142,17.9,77209.0,125147,6,6057.0
Audi,A4,Sedan,Hybrid,Automatic,Central,2022,2.1,460,33.9,37099.0,59691,2,31008.0
BMW,X3,Sedan,Gasoline,Automatic,East,2016,4.7,212,25.4,61391.0,45975,8,16351.0
Chevrolet,Camaro,SUV,Diesel,Manual,West,2022,2.4,330,52.5,64011.0,68218,2,28882.0
Audi,A6,SUV,Gasoline,Automatic,North,2021,5.9,209,44.5,47762.0,73458,3,20257.0
Audi,TT,SUV,Electric,CVT,West,2015,3.7,237,37.7,23367.0,125872,9,21219.0
Mercedes-Benz,E-Class,Sedan,Diesel,Automatic,East,2016,2.0,204,41.7,32918.0,13265,8,19038.0
Hyundai,Sonata,Coupe,Electric,Automatic,West,2021,5.3,415,36.3,30226.0,123113,3,25221.0
Chevrolet,Equinox,SUV,Gasoline,Automatic,East,2017,2.6,484,20.9,48712.0,142839,7,19995.0
Volkswagen,Tiguan,Sedan,Hybrid,Manual,South,2016,2.4,239,43.4,31982.0,128416,8,18468.0
BMW,3 Series,Sedan,Hybrid,Automatic,East,2015,2.6,354,34.7,50540.0,107989,9,23850.0
Chevrolet,Malibu,Sedan,Hybrid,Manual,North,2021,4.8,448,40.4,33733.0,32815,3,29032.0
Toyota,Camry,Sedan,Gasoline,Manual,Central,2017,1.9,174,16.8,15064.0,104071,7,3950.0
Hyundai,Accent,Sedan,Gasoline,Automatic,Central,2020,2.9,332,20.7,38612.0,76488,4,15634.0
Toyota,Highlander,SUV,Gasoline,Automatic,West,2022,1.2,311,38.6,54445.0,135633,2,21885.0
BMW,7 Series,SUV,Gasoline,Automatic,South,2020,5.1,157,33.4,65290.0,13591,4,21150.0
Mercedes-Benz,GLC,SUV,Hybrid,Manual,West,2021,2.7,137,24.1,16844.0,81216,3,16513.0
Mercedes-Benz,GLC,Truck,Diesel,Automatic,East,2020,2.2,361,24.6,31790.0,678,4,26087.0
BMW,3 Series,Sedan,Diesel,Manual,Central,2021,3.9,311,40.3,79055.0,12137,3,22796.0
Ford,Explorer,Hatchback,Gasoline,Automatic,East,2019,4.5,237,17.4,32018.0,149046,5,2457.0
BMW,5 Series,Sedan,Gasoline,Manual,Central,2023,5.1,381,32.4,65518.0,35286,1,25569.0
Hyundai,Tucson,Truck,Gasoline,Automatic,Central,2017,2.7,157,35.9,48109.0,56284,7,12425.0
Honda,Civic,Sedan,Gasoline,Automatic,Central,2020,5.1,372,27.3,22941.0,123708,4,14879.0
Mercedes-Benz,C-Class,Coupe,Hybrid,CVT,North,2023,3.3,152,47.8,56821.0,17950,1,20064.0
Kia,Optima,SUV,Gasoline,Manual,East,2015,1.5,305,17.3,77812.0,78948,9,19978.0
Hyundai,Elantra,Sedan,Hybrid,Automatic,West,2019,5.2,104,49.6,72644.0,109830,5,12973.0
Hyundai,Santa Fe,SUV,Gasoline,Manual,South,2018,3.7,422,43.9,59869.0,98509,6,27758.0
Hyundai,Accent,Sedan,Hybrid,Manual,West,2023,4.0,206,32.9,48290.0,132877,1,15488.0
Audi,Q5,Truck,Gasoline,Automatic,East,2015,5.7,342,52.0,35757.0,57823,9,32999.0
Hyundai,Santa Fe,Truck,Gasoline,Automatic,South,2018,3.8,247,43.1,38203.0,10821,6,25548.0
Mercedes-Benz,GLC,Sedan,Gasoline,Automatic,West,2015,1.0,278,52.2,37503.0,120498,9,23611.0
Honda,HR-V,SUV,Gasoline,CVT,South,2017,5.4,273,33.9,74935.0,125646,7,16139.0
Honda,CR-V,Sedan,Diesel,Automatic,East,2018,2.4,422,33.1,28735.0,88605,6,24862.0
Hyundai,Sonata,Truck,Hybrid,Automatic,Central,2015,3.5,486,36.2,39572.0,93854,9,31885.0
Toyota,Camry,Sedan,Gasoline,Automatic,East,2019,2.0,492,17.6,43078.0,58114,5,23340.0
Mercedes-Benz,C-Class,SUV,Gasoline,Automatic,North,2020,2.5,238,51.3,41579.0,57410,4,23848.0
Mercedes-Benz,E-Class,Hatchback,Diesel,Automatic,South,2015,4.4,274,41.7,15273.0,26994,9,21464.0
Chevrolet,Tahoe,Sedan,Gasoline,Automatic,East,2018,3.1,352,39.7,32613.0,41323,6,28903.0
Volkswagen,Golf,Hatchback,Gasoline,Automatic,Central,2018,4.1,349,52.1,47407.0,70031,6,27669.0
Ford,Focus,SUV,Hybrid,CVT,Central,2015,5.1,468,54.7,64432.0,106233,9,38484.0
Ford,F-150,Sedan,Gasoline,CVT,East,2016,2.7,496,21.5,52016.0,17452,8,28745.0
Toyota,Prius,SUV,Hybrid,Automatic,West,2019,3.8,235,45.0,40016.0,12126,5,28345.0
Ford,Explorer,Truck,Hybrid,Automatic,East,2016,4.9,121,38.2,58234.0,16221,8,23209.0
Chevrolet,Camaro,SUV,Hybrid,Manual,Central,2017,4.6,137,33.4,58283.0,25886,7,20639.0
BMW,X5,Sedan,Diesel,Automatic,East,2023,3.7,126,54.1,31115.0,121771,1,11822.0
Ford,Escape,Sedan,Gasoline,Manual,North,2019,2.9,381,49.0,21745.0,37613,5,29476.0
Mercedes-Benz,GLC,Truck,Gasoline,CVT,West,2015,3.0,378,42.9,67207.0,124089,9,24160.0
BMW,X5,SUV,Electric,Manual,East,2019,3.2,219,30.3,49436.0,88181,5,20209.0
Ford,Explorer,SUV,Gasoline,Automatic,Central,2017,2.7,352,41.6,26474.0,40720,7,29453.0
Mercedes-Benz,S-Class,Sedan,Diesel,CVT,East,2015,4.5,458,36.3,32035.0,110717,9,24350.0
Mercedes-Benz,C-Class,Coupe,Hybrid,CVT,East,2017,1.6,164,25.0,64818.0,31705,7,18215.0
Hyundai,Santa Fe,Hatchback,Diesel,Manual,South,2020,5.8,173,33.0,57463.0,4227,4,16622.0
Honda,Accord,Sedan,Gasoline,Automatic,East,2019,4.9,402,23.5,76436.0,93344,5,21090.0
Toyota,Prius,Sedan,Gasoline,Manual,North,2015,2.5,416,35.0,45222.0,18109,9,25686.0
Chevrolet,Tahoe,Coupe,Gasoline,Automatic,Central,2016,1.2,273,43.8,18392.0,9808,8,24020.0
Audi,A6,Coupe,Gasoline,Automatic,South,2019,4.6,487,16.5,60527.0,75625,5,23712.0
Volkswagen,Atlas,SUV,Electric,Automatic,East,2023,4.7,359,45.6,31569.0,147143,1,27593.0
Ford,Mustang,Hatchback,Hybrid,CVT,West,2019,5.8,384,15.8,36051.0,29017,5,28695.0
Ford,Focus,SUV,Hybrid,Manual,North,2019,2.3,172,35.7,27782.0,10323,5,22625.0
BMW,X3,Sedan,Gasoline,Manual,North,2015,1.4,178,37.9,35081.0,84402,9,13184.0
BMW,7 Series,Truck,Gasoline,Automatic,North,2019,5.6,143,45.4,68916.0,83370,5,16697.0
Volkswagen,Atlas,SUV,Gasoline,Automatic,South,2022,2.3,332,45.4,52486.0,104495,2,23808.0
Ford,F-150,Hatchback,Gasoline,CVT,East,2023,4.6,102,31.7,22095.0,54313,1,11299.0
Kia,Sorento,Sedan,Gasoline,Automatic,North,2017,1.3,178,17.7,53129.0,86200,7,6870.0
Chevrolet,Malibu,SUV,Gasoline,Manual,East,2018,4.8,476,42.7,56182.0,104245,6,32059.0
Ford,Escape,Truck,Gasoline,Automatic,West,2021,1.6,280,35.4,72514.0,24416,3,23620.0
Honda,Accord,Sedan,Gasoline,Manual,East,2021,4.5,238,28.3,70877.0,17639,3,20724.0
Volkswagen,Passat,SUV,Electric,CVT,East,2015,3.7,489,24.4,19087.0,46770,9,38169.0
Kia,Forte,Coupe,Gasoline,Automatic,East,2020,5.8,402,19.8,71335.0,62600,4,22686.0
Chevrolet,Malibu,SUV,Diesel,Automatic,Central,2023,1.2,106,26.8,18308.0,21736,1,13964.0
Ford,Mustang,SUV,Gasoline,Automatic,South,2019,2.5,470,33.3,25018.0,10174,5,33962.0
Audi,A6,Coupe,Gasoline,CVT,East,2022,1.3,465,34.1,22251.0,42935,2,31612.0
Hyundai,Tucson,Sedan,Gasoline,Manual,North,2023,5.4,423,38.3,26810.0,110149,1,21160.0
Honda,HR-V,Hatchback,Diesel,Manual,Central,2017,4.0,312,29.5,67212.0,36232,7,18128.0
Audi,A4,Truck,Gasoline,Automatic,East,2015,3.7,100,51.8,59598.0,21450,9,19206.0
BMW,X3,SUV,Gasoline,Manual,Central,2016,1.7,283,34.8,59653.0,55797,8,23878.0
BMW,X3,SUV,Hybrid,Manual,South,2019,3.4,350,31.9,74938.0,18798,5,32008.0
Ford,Mustang,Hatchback,Gasoline,Automatic,Central,2021,3.0,314,16.9,40470.0,142446,3,5007.0
BMW,X3,Sedan,Gasoline,CVT,North,2020,2.6,176,39.0,15214.0,92420,4,12319.0
Honda,Fit,Sedan,Gasoline,Automatic,East,2018,4.9,142,39.1,56585.0,65095,6,11330.0
Chevrolet,Silverado,Sedan,Gasoline,Automatic,North,2023,1.3,256,38.3,71425.0,3874,1,23205.0
Mercedes-Benz,C-Class,Sedan,Hybrid,Automatic,West,2018,4.2,117,50.5,78457.0,43507,6,20920.0
Toyota,Highlander,SUV,Diesel,Automatic,Central,2017,5.1,442,45.5,38653.0,85080,7,30193.0
Volkswagen,Golf,Hatchback,Gasoline,Manual,Central,2019,5.5,319,49.7,68440.0,137571,5,20900.0
Chevrolet,Camaro,Coupe,Gasoline,Automatic,Central,2018,4.7,172,17.4,70200.0,140656,6,100.0
Mercedes-Benz,E-Class,Sedan,Hybrid,Manual,South,2016,2.4,289,27.7,24388.0,68439,8,19492.0
Kia,Optima,SUV,Gasoline,Automatic,North,2017,4.0,462,27.7,56047.0,61844,7,28113.0
Honda,HR-V,Truck,Hybrid,Automatic,West,2021,1.7,361,41.3,26254.0,71587,3,29197.0
Audi,A4,Sedan,Gasoline,Manual,South,2016,1.6,243,32.9,44031.0,98524,8,13368.0
Mercedes-Benz,E-Class,Coupe,Hybrid,Manual,South,2015,4.2,228,46.1,72152.0,3012,9,28364.0
Honda,CR-V,Coupe,Electric,Automatic,East,2016,5.3,377,30.4,66315.0,40312,8,26936.0
Hyundai,Elantra,Coupe,Hybrid,CVT,West,2022,1.3,401,23.9,52072.0,38134,2,29578.0
Audi,Q5,SUV,Gasoline,Manual,Central,2022,1.5,289,26.6,67566.0,24433,2,20419.0
BMW,7 Series,SUV,Diesel,Automatic,Central,2016,3.8,250,22.3,24934.0,81285,8,15646.0
BMW,3 Series,Sedan,Diesel,Automatic,East,2020,2.1,406,22.9,27670.0,124150,4,16069.0
Audi,Q7,SUV,Diesel,Automatic,Central,2021,4.1,483,23.7,28576.0,21831,3,28548.0
Kia,Rio,SUV,Gasoline,Manual,North,2015,2.1,194,15.6,65441.0,59096,9,13049.0
Kia,Rio,Hatchback,Hybrid,Automatic,Central,2021,1.6,137,43.6,72913.0,63954,3,22314.0
Kia,Sportage,Coupe,Gasoline,Automatic,North,2022,3.7,255,31.0,51584.0,11055,2,23066.0
Mercedes-Benz,S-Class,Hatchback,Gasoline,Automatic,East,2023,5.3,399,15.9,77268.0,144695,1,14362.0
Volkswagen,Passat,Coupe,Diesel,Automatic,East,2022,4.4,446,29.8,62322.0,68232,2,26558.0
Mercedes-Benz,C-Class,Sedan,Gasoline,Manual,North,2017,5.1,141,51.2,51639.0,94201,7,18874.0
Ford,Escape,SUV,Hybrid,Manual,Central,2022,2.3,415,35.4,54753.0,9691,2,35537.0
Toyota,RAV4,Sedan,Hybrid,Automatic,East,2017,5.4,225,54.5,70220.0,76989,7,25211.0
Audi,Q5,Sedan,Electric,Automatic,East,2020,2.9,412,36.6,20862.0,25076,4,33832.0
Chevrolet,Silverado,SUV,Hybrid,Automatic,North,2018,5.3,176,53.5,25921.0,34424,6,26920.0
Toyota,Prius,Truck,Gasoline,Manual,East,2021,3.4,195,23.1,32309.0,6464,3,19152.0
Hyundai,Santa Fe,Truck,Gasoline,Manual,Central,2022,2.3,362,26.6,73160.0,132968,2,16753.0
Mercedes-Benz,GLC,Sedan,Gasoline,Automatic,East,2020,2.3,406,43.0,76421.0,65661,4,31194.0
Mercedes-Benz,C-Class,Sedan,Gasoline,Automatic,North,2018,3.8,324,54.5,38151.0,53439,6,24111.0
Honda,HR-V,Sedan,Gasoline,Automatic,Central,2022,1.4,210,48.0,75051.0,77013,2,18483.0
Toyota,Prius,Sedan,Hybrid,CVT,West,2021,5.7,337,37.1,50545.0,32397,3,29817.0
Honda,CR-V,Sedan,Gasoline,Automatic,North,2022,2.4,304,18.4,45763.0,90854,2,12705.0
Chevrolet,Silverado,Truck,Gasoline,Automatic,West,2021,2.7,387,29.6,69130.0,72062,3,28157.0
Honda,Civic,Coupe,Hybrid,Automatic,East,2017,2.2,362,18.5,50495.0,68763,7,22191.0
Toyota,Camry,SUV,Gasoline,Automatic,Central,2017,1.0,175,27.5,44541.0,140089,7,7831.0
Audi,Q5,Truck,Gasoline,Manual,East,2023,4.5,242,25.4,16038.0,63499,1,19115.0
Hyundai,Santa Fe,Sedan,Gasoline,Automatic,Central,2021,4.0,414,30.5,15838.0,44903,3,25707.0
Mercedes-Benz,C-Class,Hatchback,Hybrid,Automatic,South,2015,5.0,468,48.5,55793.0,26971,9,39683.0
Chevrolet,Camaro,Sedan,Diesel,Manual,East,2017,1.2,184,21.0,19772.0,120905,7,7425.0
Mercedes-Benz,C-Class,Coupe,Hybrid,Automatic,East,2015,5.6,495,27.2,62901.0,91246,9,29887.0
Ford,Focus,Hatchback,Gasoline,Automatic,East,2020,2.7,351,25.4,55452.0,122731,4,20719.0
Hyundai,Tucson,Coupe,Hybrid,Automatic,North,2016,5.6,432,26.8,44752.0,50657,8,28566.0
Volkswagen,Jetta,Sedan,Diesel,Manual,Central,2021,1.5,331,29.4,61137.0,39800,3,16057.0
Honda,Civic,Truck,Gasoline,Automatic,Central,2022,4.7,394,24.8,79550.0,75966,2,24542.0
BMW,7 Series,Sedan,Gasoline,CVT,Central,2020,3.9,418,52.7,31013.0,56232,4,30131.0
Toyota,Prius,Sedan,Diesel,Automatic,North,2019,2.8,229,31.8,51209.0,19519,5,19797.0
Mercedes-Benz,C-Class,Sedan,Gasoline,Automatic,Central,2018,1.4,384,19.6,69786.0,128785,6,13323.0
Honda,Civic,Hatchback,Diesel,Manual,East,2023,4.0,416,33.7,16097.0,89152,1,20475.0
Chevrolet,Camaro,Hatchback,Gasoline,CVT,West,2022,1.1,128,22.4,28228.0,14595,2,14326.0
Mercedes-Benz,GLE,Sedan,Diesel,Automatic,South,2019,3.5,327,23.6,48862.0,57512,5,16520.0
Volkswagen,Passat,SUV,Gasoline,CVT,Central,2015,4.0,393,26.4,50896.0,17552,9,28659.0
Hyundai,Sonata,Hatchback,Gasoline,Automatic,North,2022,4.7,106,20.0,20612.0,49738,2,8221.0
Hyundai,Elantra,SUV,Gasoline,Manual,North,2022,6.0,129,43.8,41483.0,16438,2,22195.0
Mercedes-Benz,S-Class,SUV,Hybrid,Automatic,Central,2021,2.3,314,46.7,48786.0,6777,3,35461.0
Chevrolet,Malibu,SUV,Hybrid,Automatic,West,2021,2.6,214,30.8,42493.0,96794,3,21487.0
Hyundai,Tucson,Truck,Diesel,Automatic,Central,2022,2.7,314,42.6,60539.0,32651,2,26415.0
Hyundai,Sonata,SUV,Hybrid,Automatic,North,2015,4.7,263,30.6,65139.0,92846,9,19799.0
Volkswagen,Atlas,Truck,Gasoline,Automatic,South,2017,5.7,269,21.6,44917.0,28321,7,19601.0
Toyota,Corolla,SUV,Hybrid,Automatic,West,2018,5.9,320,30.9,42668.0,8327,6,30987.0
Chevrolet,Silverado,Sedan,Gasoline,CVT,Central,2020,5.7,359,37.3,60849.0,136214,4,17096.0
Chevrolet,Tahoe,Sedan,Gasoline,Automatic,South,2023,5.4,311,16.6,51095.0,8729,1,22398.0
Audi,Q5,Sedan,Gasoline,Automatic,Central,2018,6.0,360,41.2,71579.0,108705,6,23418.0
Audi,TT,SUV,Gasoline,Manual,West,2020,2.9,401,44.7,46274.0,84127,4,32719.0
Hyundai,Accent,Sedan,Gasoline,Automatic,North,2023,5.7,430,49.4,52331.0,68101,1,31837.0
BMW,3 Series,Coupe,Gasoline,Automatic,West,2023,4.8,229,19.1,23372.0,18112,1,16769.0
Audi,A6,SUV,Gasoline,Automatic,East,2020,1.8,204,15.0,69340.0,21880,4,17324.0
Hyundai,Elantra,Truck,Hybrid,Automatic,Central,2019,1.2,153,17.9,42449.0,80561,5,11823.0
Kia,Rio,Hatchback,Gasoline,CVT,South,2017,2.1,207,52.0,61739.0,707,7,24657.0
Ford,Explorer,Coupe,Gasoline,Automatic,South,2019,4.9,414,45.6,42916.0,102663,5,23982.0
Ford,Mustang,Hatchback,Hybrid,Automatic,West,2017,4.2,388,48.4,15066.0,149031,7,26126.0
Chevrolet,Tahoe,SUV,Gasoline,Automatic,West,2019,2.1,354,35.7,41027.0,52141,5,26785.0
BMW,7 Series,Sedan,Hybrid,Automatic,West,2015,4.7,377,36.1,24588.0,129363,9,21404.0
Volkswagen,Golf,Hatchback,Diesel,Automatic,South,2020,1.7,146,26.9,40910.0,111053,4,3534.0
Toyota,Highlander,Coupe,Gasoline,Manual,North,2021,5.1,233,48.7,35887.0,58528,3,23000.0
Audi,A6,Coupe,Gasoline,Manual,South,2016,5.0,123,48.2,28166.0,86899,8,15447.0
Kia,Rio,Truck,Gasoline,Manual,North,2017,5.9,216,30.7,23045.0,12418,7,20971.0
Hyundai,Elantra,SUV,Gasoline,Automatic,West,2023,1.8,338,28.2,62356.0,20544,1,28687.0
BMW,7 Series,Sedan,Gasoline,Automatic,East,2022,5.5,481,44.5,64066.0,568,2,39996.0
Chevrolet,Silverado,Truck,Gasoline,CVT,South,2018,2.7,406,16.0,32225.0,50594,6,21861.0
Audi,Q7,Sedan,Gasoline,Automatic,West,2022,3.1,473,49.4,47187.0,97203,2,32634.0
BMW,7 Series,Sedan,Diesel,CVT,South,2022,3.3,140,32.8,45165.0,92128,2,12135.0
Audi,Q7,SUV,Gasoline,Manual,West,2020,4.1,349,32.7,38091.0,60176,4,26721.0
Toyota,Highlander,SUV,Hybrid,CVT,South,2015,6.0,422,41.8,33046.0,143308,9,27615.0
Toyota,Corolla,Sedan,Gasoline,Automatic,Central,2016,4.0,188,40.8,27092.0,144303,8,8727.0
Volkswagen,Golf,Coupe,Hybrid,Automatic,South,2018,5.6,191,25.6,71738.0,11851,6,17905.0
Ford,F-150,Coupe,Gasoline,Manual,Central,2018,2.3,476,52.7,69165.0,48742,6,34661.0
Honda,Civic,Truck,Hybrid,Manual,North,2016,3.0,180,54.5,42117.0,31770,8,28219.0
Honda,Fit,SUV,Gasoline,Automatic,South,2023,3.5,229,36.0,61878.0,32023,1,19445.0
Audi,A6,Hatchback,Diesel,Manual,North,2016,2.6,190,37.5,47392.0,147029,8,7447.0
Volkswagen,Passat,Sedan,Gasoline,Automatic,East,2020,5.9,199,37.2,20550.0,98537,4,12200.0
Honda,Accord,Truck,Gasoline,Automatic,Central,2019,4.6,177,34.4,68455.0,79900,5,15861.0
Chevrolet,Silverado,Sedan,Gasoline,CVT,South,2018,3.4,142,52.8,29253.0,9321,6,22363.0
Honda,HR-V,SUV,Gasoline,Automatic,North,2020,4.8,222,24.8,60943.0,117239,4,12337.0
Mercedes-Benz,E-Class,SUV,Gasoline,Automatic,West,2018,3.3,387,19.3,49281.0,148071,6,17820.0
Hyundai,Elantra,Truck,Gasoline,Automatic,North,2023,1.1,495,52.2,59885.0,4889,1,41785.0
Volkswagen,Jetta,Sedan,Gasoline,Automatic,South,2021,3.7,122,23.5,45628.0,68308,3,7043.0
Chevrolet,Tahoe,Sedan,Gasoline,Automatic,East,2017,4.1,243,45.0,60666.0,918,7,27516.0
BMW,7 Series,SUV,Diesel,Automatic,Central,2018,5.9,357,23.2,17133.0,48043,6,20028.0
Chevrolet,Camaro,SUV,Electric,Automatic,West,2015,1.2,106,53.4,17655.0,5195,9,27436.0
Ford,Escape,SUV,Gasoline,Manual,North,2020,3.6,376,46.6,73262.0,89638,4,29467.0
BMW,5 Series,Sedan,Hybrid,CVT,South,2016,1.5,285,51.7,63730.0,37623,8,30414.0
Kia,Sorento,SUV,Diesel,Automatic,South,2018,1.7,194,53.0,68850.0,144185,6,15082.0
Hyundai,Sonata,Sedan,Gasoline,Automatic,Central,2019,4.1,481,18.4,44678.0,16088,5,27962.0
Hyundai,Santa Fe,Sedan,Gasoline,Automatic,West,2022,2.2,476,32.3,44877.0,113483,2,26339.0
Hyundai,Elantra,SUV,Gasoline,Manual,North,2017,4.7,124,40.9,49710.0,88163,7,15083.0
Hyundai,Sonata,Truck,Hybrid,Manual,North,2020,3.6,390,47.1,30838.0,92063,4,33338.0
Audi,A4,Sedan,Gasoline,CVT,North,2015,2.1,326,24.7,62678.0,2345,9,23712.0
Hyundai,Tucson,Sedan,Diesel,Automatic,Central,2023,3.5,272,51.6,68915.0,88272,1,21654.0
Hyundai,Santa Fe,SUV,Diesel,Manual,Central,2015,1.0,234,23.8,73970.0,136762,9,10787.0
Hyundai,Tucson,Sedan,Gasoline,Automatic,West,2016,5.3,387,49.6,48607.0,126941,8,25797.0
Volkswagen,Passat,SUV,Gasoline,CVT,North,2015,1.1,408,35.5,41947.0,37560,9,30079.0
Audi,A4,SUV,Diesel,Automatic,North,2022,1.0,168,35.6,69011.0,35656,2,14289.0
Toyota,Corolla,Sedan,Gasoline,Automatic,West,2018,4.1,380,30.0,63923.0,79526,6,20128.0
Chevrolet,Malibu,Sedan,Gasoline,Manual,West,2016,5.9,450,19.1,71373.0,41556,8,26445.0
Chevrolet,Equinox,Coupe,Gasoline,Manual,West,2021,5.3,441,28.9,57623.0,48149,3,26902.0
BMW,7 Series,Truck,Electric,Automatic,South,2022,2.3,457,32.1,72415.0,59664,2,34919.0
Volkswagen,Tiguan,Truck,Gasoline,Automatic,West,2023,2.0,432,34.2,20788.0,15490,1,36112.0
Mercedes-Benz,E-Class,SUV,Diesel,Automatic,East,2019,4.1,330,44.6,59172.0,114463,5,23894.0
Chevrolet,Silverado,Truck,Gasoline,Automatic,Central,2017,5.1,485,29.1,20772.0,116927,7,25745.0
Honda,Accord,Hatchback,Gasoline,Automatic,West,2015,2.8,441,31.3,63679.0,20745,9,29638.0
Mercedes-Benz,C-Class,Truck,Hybrid,CVT,South,2022,3.2,416,51.2,55849.0,71922,2,40551.0
Hyundai,Accent,Sedan,Hybrid,Automatic,East,2020,1.6,492,45.1,16039.0,103077,4,33622.0
Hyundai,Sonata,SUV,Gasoline,Manual,South,2019,1.8,406,15.9,53952.0,9183,5,29414.0
Audi,TT,SUV,Diesel,Manual,South,2021,3.8,357,47.5,24508.0,32357,3,30619.0
Mercedes-Benz,GLC,SUV,Gasoline,Manual,South,2019,1.5,272,54.6,24257.0,119464,5,21571.0
Honda,Civic,SUV,Hybrid,CVT,South,2018,2.0,131,52.6,24780.0,96467,6,20872.0
Audi,Q5,Coupe,Gasoline,Manual,North,2019,2.2,299,48.4,46449.0,81480,5,26682.0
BMW,3 Series,Truck,Hybrid,Automatic,Central,2021,3.2,179,40.2,22509.0,103219,3,19760.0
Mercedes-Benz,S-Class,Sedan,Diesel,Automatic,North,2020,1.2,452,26.1,23168.0,103863,4,19824.0
Volkswagen,Atlas,Sedan,Gasoline,Automatic,East,2023,3.5,174,41.2,31651.0,99937,1,15546.0
Hyundai,Sonata,SUV,Hybrid,Automatic,North,2016,5.6,363,42.8,15056.0,61213,8,30756.0
Hyundai,Accent,Sedan,Electric,Automatic,East,2021,1.1,184,26.3,32926.0,70217,3,18906.0
Ford,F-150,Sedan,Gasoline,Manual,West,2015,4.2,316,25.2,55197.0,114167,9,18755.0
Audi,A4,SUV,Hybrid,Automatic,East,2022,5.2,220,30.9,54102.0,68282,2,20945.0
Toyota,Camry,SUV,Hybrid,Automatic,North,2018,2.6,119,40.6,78020.0,68821,6,18762.0
Toyota,Camry,Hatchback,Hybrid,CVT,North,2022,1.7,248,26.7,22776.0,68786,2,18873.0
Audi,A6,Sedan,Electric,Automatic,East,2022,1.2,106,37.2,71262.0,47099,2,18128.0
Volkswagen,Tiguan,Sedan,Gasoline,Automatic,North,2018,4.2,476,51.0,40427.0,125498,6,27804.0
Kia,Sorento,Sedan,Hybrid,Manual,East,2018,3.8,477,26.8,40157.0,106301,6,27339.0
Audi,A6,SUV,Hybrid,Manual,South,2019,2.1,492,53.6,37673.0,133724,5,34959.0
Volkswagen,Jetta,Sedan,Gasoline,Automatic,Central,2021,5.2,185,33.9,23108.0,63549,3,15948.0
BMW,5 Series,SUV,Gasoline,Manual,East,2020,4.7,485,19.0,46103.0,46214,4,29821.0
Hyundai,Accent,Sedan,Gasoline,Automatic,South,2015,2.4,246,17.2,66180.0,137643,9,5844.0
Honda,Civic,SUV,Hybrid,Automatic,South,2020,4.8,415,28.5,71903.0,15493,4,32586.0
Kia,Sorento,Coupe,Hybrid,Automatic,South,2017,2.2,286,25.4,77586.0,141794,7,10881.0
Mercedes-Benz,C-Class,Sedan,Gasoline,Manual,South,2023,4.4,424,48.7,66044.0,103885,1,27377.0
Kia,Sorento,SUV,Gasoline,Automatic,East,2017,1.6,400,44.5,55501.0,69783,7,30251.0
Honda,HR-V,SUV,Gasoline,Manual,North,2023,4.5,417,50.4,47340.0,90572,1,30021.0
Ford,Explorer,Truck,Gasoline,Automatic,South,2019,2.2,493,38.6,71868.0,78071,5,34424.0
Hyundai,Tucson,SUV,Diesel,CVT,West,2022,3.9,478,32.4,63068.0,147256,2,27413.0
Toyota,Corolla,SUV,Gasoline,CVT,South,2023,1.9,292,25.8,25482.0,145564,1,14239.0
Volkswagen,Passat,Truck,Hybrid,Automatic,North,2023,4.6,381,38.3,59366.0,57943,1,29952.0
Audi,Q7,SUV,Diesel,Automatic,North,2021,1.3,287,39.7,43018.0,28769,3,23353.0
Audi,A4,SUV,Electric,Manual,Central,2015,1.8,117,30.7,53727.0,106791,9,13603.0
Toyota,Prius,Sedan,Gasoline,Automatic,Central,2022,1.9,414,52.5,73393.0,112520,2,27355.0
Kia,Rio,Truck,Electric,Automatic,South,2021,1.2,248,40.6,57417.0,14348,3,28376.0
Hyundai,Elantra,Coupe,Gasoline,Automatic,South,2018,4.7,145,48.5,76017.0,4533,6,16334.0
Chevrolet,Silverado,Hatchback,Diesel,Automatic,Central,2020,5.9,111,39.8,71314.0,132494,4,4478.0
Volkswagen,Tiguan,Hatchback,Diesel,Automatic,South,2016,4.9,329,27.7,23379.0,145807,8,12361.0
BMW,7 Series,Truck,Gasoline,Automatic,West,2018,5.3,212,44.5,15757.0,11870,6,29007.0
